star_rating,review_body
1,"Perfect, thank you."
1,"great fit and comfort, battery life at 4.5 hours is a pain to charge often, and the interruption of signal can occur easily if iPhone or other device is not worn correctly, get a belt to hold the iPod on right side and there is limited issues"
1,"I've purchased two of these so far and both times they fit perfect and lasted longer than the original! Shipping was free and it came in two days! Very satisfied, I recommend this strongly if you're in need of a new charger port cover!"
1,Great replacement battery
1,Good
1,Works great
1,⭐️⭐️⭐️⭐️
1,great case and service was also!!!
1,Good
1,"as described, fast smooth transaction Thanks"
-1,This unit returned. The signal strength at my home is not strong enough to overcome the cable loss from antenna to amplifier.  I think it would work fine if one had at least one bar on phone.  The unit was received in good contion and timely as promised by sellar.
1,"The Anket is very handy, especially when traveling . It is very useful."
1,"Amazing case, very very practical, it has good capacity, the magnet is working properly, and to an extent I'd say it is a water proof."
1,thanks
1,Very good
1,"Best earbuds I have ever bought, and I have owned some Beats and other name brands. Fits comfortably and really does knock out outside noise; I usually wear earbuds mowing the lawn, and often had to crank other buds up to overcome the lawnmower sound. With these, I can play at a normal level, which I suspect is better for my hearing, and mower is just a light buzz, at the most. Also have a Symphonized Bluetooth speaker, and would (wood?) definitely buy more of their products."
1,Thanks!!
-1,"the piece of junk arrived today. it flashed, popped and went off and on for several minutes. then it settled down with one led dead, one barely lit and 3 that randomly have convulsions of dim, off or super bright. This THING never worked properly or was even tested before you shipped it. I hope Amazon will drop your sorry ass as a pitiful vendor. WHAT DO YOU INTEND TO DO????????? as for those potential suckers who are considering ordering this thing I suggest you RUN AWAY AND NOT JUST WALK AWAY!!!!!!"
1,Great deal and saved me from paying for an insurance claim!
1,Very good etem I recommend I like a lot
1,"LOVE IT!! Wow! What a great bargain! This case is perfectly clear and nice and rubbery! It feels just like the much more expensive one that I purchased at the Apple store for my iPhone5 way back when. I love that the case covers the back of the phone, while keeping all the necessary slots open. However, it loses 1 star because the lightening adapter does not fit! (Womp womp womp). Other than that it's a great buy!"
1,Very good
1,"Read the reviews and ordered two of these 6'ers. I really wanted a 10', but it sounds as though the phone end of the plug is different on it than the 6' and would be too big to fit my Lifeproof case. That being said, everything has worked flawlessly on these two."
1,These are amazing! They have a good range and great bass. My only concern is that they tend to fall off the ear.
1,"Fits perfectly and looks better than the picture, love it!"
0,OK not as good as manufacturers band but workable.
-1,The cover is falling off from the side.
1,"Great price. It was clear for a few months but it started getting yellow, still worth it though."
1,"Ever since my first smartphone purchase several years ago, I've had a Speck case on my phone.  So, when I got a 5s a few months back I went with the Speck Candyshell. It fits my iPhone 5s perfectly and I haven't had any issues with using the volume buttons, or accessing the other ports, switches, etc.  It's not bulky, and protects my phone from drops.  The back of the case does show wear and scratches if you hold it in the light, but that doesn't bother me.  I'll definitely keep coming back to this brand!"
1,Bought it as a gift for my sister.  She loved it!
1,"I own 4 different LG models. They are all good, but this one is amazing. Great sound. GREAT sound."
1,Awesome tempered glass. Really protects your actual screen from damage
1,"good products, fast delivery"
-1,didn't fit the phone that I had bought it for. They advertised the wrong product.
1,"This case is awesome. My wife got upset with me and threw my phone across the parking lot, the phone bounced off the ground a few times and I thought for sure it was going to be broken...not a scratch or a cracked screen. I've had this case for about a year now, dropped the phone many times, still in perfect condition"
1,"Perfect solar charger for so many things.  Comes with the rechargeable battery which I could fully charge in about an hour in bright sun.  I've been experimenting with charging my cell phone and iPad.  I like that I can have backup when power is out.  This will definitely come in handy when we hike and camp.  Excellent packaging, easy to use and well built."
1,Adapter worked very well.
1,Works great
1,fits great looks even better
0,"It is good, but I would suggest the clear over matte version."
1,muy bien
-1,"When I first got this case, I loved it.  It came the way I wanted it, with the correct monogram, color, and font. However, after around 5 months of use it started to break; but I had dropped it a lot so this did not come as a surprise.  The back cover started to peel off.  I ordered another one to replace it and after about 1 week of use the same thing happened! I contacted the seller asking for my money back and I received a response saying that it had been too long.  Do not recommend!!!"
1,It's nice to have a built in screen protector and it fits in my pocket well. Only criticism is that to charge the phone you have to take the case apart because the connection doesn't fit well into the phone through the case opening
1,Perfect fit. Love it.
1,Perfect
1,Great case!! Sturdy and efficient!
1,long and nice color
-1,Bad screen I don't like it 😤
-1,Both of these cases did NOT fit the 5S at all.  While pretty and detailed these just did NOT work.  You can NOT get them to snap shut.
-1,Cracked within 2 weeks
1,Love it!
1,"I bought one and was very happy with it.  Then I bought a second one was pleased with that one, too.  I like the length and sturdiness of them."
1,I really love this case. looks really nice and protects my iphone.  had a cheap one that didn't do a good job and had a chip on the corner of my iphone. would order again.
1,Worked perfectly
1,Love it and it hasn't even come yet
-1,broke within a few days. trying to get refunded
-1,dont buy it waste of money
1,Happy with
-1,I've only had it for 5 days and the liquid has somehow leaked out. Not very pleased. I would like a refund or a replacement!!!
1,"excelent, very happy."
0,Was awesome for awhile but then corner started to peel
1,Very fast charging time.  No problems at all.
1,Very good case
0,Cables are a bit hard. I've taucht that they cold be a bit more flexible.
1,"Worked as advertised, very simple to use.  Worked for iPhone 4 so I'm not entirely sure if it works for anything else."
1,Got it quickly and it works great
0,Need better cases for this phone
1,This cable was just right for a new clutch purse/battery that I just bought. Will buy from this merchant again--should the need arise.
1,Good
1,nice
-1,Doesn't work well on Samsung Note 3.  Extreme wide angle is barely more wide than the built-in lens.  Focus is very poor also with lots of Astigmatism.  The normal wide angle lens is not much better.  Save your money.
1,"Very little to like or dislike referring to the product. I have used this phone for about two years and find it fine for my needs. However when I ordered it came from shopcelldeals and when the package arrived it was EMPTY!!! It took a good deal of writing, calling, arguing, cussing and waiting to get the product. I had a charge on my credit with an empty package. I finally was able to get in touch with shopcelldeals and they were able to give me the pin number for what I needed."
-1,This product doesn't work!! Don't waiste your money. They do not want to give me a refund. I asked for my money back two times.
1,great!
-1,Doesn't fit properly
1,The highs are so crisp 👌🏼
1,I like it. Works very well.
1,Works great for streaming
1,"Easy to apply,however, smudged too easily."
1,"My original Sony Ericsson Live with Walkman WT19i bought in 2011 was stolen, so I was ecstatic when I found this still on sale in 2014. Even if this one is fake, I'm still very happy that it's available for purchase, because I fall in love with this model back in 2011 and this phone is still quite enough for me even in 2015. The only problem is battery. It charges really fast, unrealistically fast I'd say. But runs down fast as well. Though maybe it's just me and other people might not have the same problem. Maybe it's not even a problem. My brother says that the original phone had this and I simply don't remember that. Anyway, the phone itself is great. Or was great back in his time. Its price justified its quality."
-1,"To bad Garmin didn't give this the quality of their other products. Have owned for 2 years now, rarely use it anymore. I have owned other training collars and have worked for over 6 years with dog/dog training. I bought this for a Vizsla/lab mix puppy(9months). After opening seemed to be of decent materials that Garmin is know for. Operation could be easier. All the setting modes function differently and I need to carry manual or study in some detail to remember what each mode is and does. Other models I have owned are far easier to use and functions/mode is labeled on the transmitter making it much easier. The bark mode doesn't work as well as other bark collars I have. No real adjustment and doesn't sense dog bark a lot of the time making it useless for this purpose. As mentioned by others, battery life is terrible and slow to charge both transmitter and receiver. Need to plan my use the night before and recharge both units. Forget about charging on the go or replacing batteries in the field as that is not possible with this unit. First time in the field I took my dog to the mountains. Dog jumped into the water as most dogs do. Never a problem with my past unit. This one never worked again. It never went underwater deeper than Garmin said it could handle. The hand transmitter is more waterproof than the receiver the dog wears. They sure need improvement with its &#34;water resistance&#34; as they call it. Garmin was good about sending me a new one as it was under warranty, but I can't let my dog go close to any water. Living in the 2nd driest state, there is still stream, rivers, ponds, and lakes near about everywhere I take my dog making this product un-useable. I would look for another Brand as Garmin was a big disappointment. Glad I bought a aftermarket extended warranty, as this was newly on the market, I'm sure going to need it."
1,Fdo
0,To hard to keep the dust out but it does protect the screen.
-1,I've only own it one week and it's de threading already.
-1,I have brought this phone from Amazon because my wife told me the site is trust worthy however on my arrival to barbados when I went to my local provider and did the necessary documents put the SIM card into the phone it have not work since I am so upset I have no clue what to do not good at all
1,This is a very colorful case that snaps easily onto your phone. The design is cute although the colors on the actual cover are not as vibrant as the image posted. It has a nice tactile finish. All the openings are perfectly accessible but I'm not sure how much protection this cover will really offer so it's really just for aesthetics. I received it for free from the manufacturer in return for a review but all of the opinions expressed are my own.
0,Nice looking. But dosent stick  completely around the edges. For the price it great.
0,"This fit the LG L3 well, snapping on in place of the battery cover and matching the phone's contour  The material has a good feel and is slides pretty well into and out of a pocket without collecting a bunch of lint.  This is quite slim, not bulky in the least but doesn't feel flimsy.  It's been on the phone for a few weeks and seems to be holding up well, but it is a little sloppy and when it is closed over the screen it slides around a little.  The part touching the screen is soft, so there has been no scratching.  The LG LG has no buttons along the edges, only on the back and this case has cutout for them so everything was accessible.<br /><br />I took this off the phone a few minutes ago and went back to a case that doesn't have a flip-over screen cover.  It turns out I find this moderately annoying.  The way I use the phone, it gets in the way and in a few instances it has made the phone more difficult to hold.<br /><br />I purchased this because I was unsure if I would like a cover of this nature.  The LG version was quite a bit more money and many others seemed bulky.  Other cases like this MAY wake up or sleep the phone when opening or closing, this one does not.  This is a very minor piece of why I removed it.  It does what it was designed to do, it just turns out I don't love it."
1,Going strong
1,As advertised.
1,Great case for the price. Doesn't add any bulkiness to the phone and has a nice grip.
-1,It was supposed to protect the phone. But after  a couple weeks the case broke.  No really strong.
1,"Beatifull, I love it!"
1,Excellent sound. Great price.
1,"liked the product, unfortunately I returned the phone for a different model"
-1,Extremely noisy. Zipper tabs rattle with every little bump. I have the iPhone 6 but this case is big enough for the plus.
1,The best
1,"Having purchased multiple mobile accessories over the years, it seems that a few of the brand offerings stand out as far as quality, price, and customer service. RAVPower is one of them, with products that work as advertised at an excellent price. I measured the output of both outlets and they deliver 2.0 amps. Typically one is used for my RAVPower External Battery Pack, and the other to charge my Note 3 phone. I keep this plugged in near my kitchen where people tend to congregate during gatherings... it's been very useful when someone gets a low battery. They're surprised at the speed at which this charges their device. The first question - &#34;Where did you get this?&#34;, followed by, &#34;How much did it cost you?&#34;. Usually within a week, they've got one of their own."
1,Very pretty I liked it very much came right away
1,"good protection of phone, what you see is what you get."
1,"I have an iPhone 6 Plus - I love this mount. It's VERY solid. Seems to stick well (tho I have not had it through a summer in Georgia yet) - I have it mounted in a Toyota 4-Runner on a plastic vertical surface. Extremely adjustable. Hardly shakes at all during movement (they're all going to shake some). I do not have a case on my phone - it grips it well and without damaging the phone. Has soft rubber-ish contact parts. When I set the phone into the mount, it automatically grabs it and can be removed with one hand. I highly recommend this mount. (Oh, in case you're wondering, the &#34;foot&#34; it rests on slides right and left, so you can position it where you can still plug in your power or headphones). I'm actually thinking of buying one for my office desk."
-1,DONT BUY.  VERY POORLY MADE. WORKED WELL AFTER 30 day WINDOW. WEAK. POOR RECEPTION.
-1,This case is sooo cheap. The &#34;logo&#34; was a sticker and instantly came off. After about two hours the cover came off of the while case.  This case is worth like a dollar or two.
1,Good
-1,Spend the money on a good set of buds....this would not be the set you want!
-1,"After 2 weeks, it failed. It looks very well made , so maybe I just happen to get a lemon. I will see"
-1,Is very dificul for in and out  of it.
1,"Arrived on time, fits perfect and looks nice but looks to be engineered for the look Rather than protect."
-1,the case does not close completely around my telephone.
1,It works perfect
0,It is a good case but I didn't really like it. For one the case is too big. Second I don't like the clip I thought it was cool when I saw it but it just look crazy on me and third the built in case you have to buy separately. Don't get me wrong it's a good case it will protect your phone but it's just not for me had to return it's to big.
1,PROMPT SHIPPING AND JUST AS DESCRIBED.
1,Heavy duty cord. Premium build. Excellent overall value
-1,This product worked well....for two months.  It became unchargable and progressively discharged even while on the charging stand.  I was able to get it to a 13% charge and did a reset .  Subsequently got a 70% charge only to get a very rapid discharge again prior to any use.  Trash.
0,"It's a great case all in all, but I don't like that you have to take the case off to use the volume off switch..."
0,"for the price they are great.  They stop working after a couple months, but I buy more.  With 3 kids I loose them usually before they stop working"
1,Works great!
1,"great super shield, keeps finger prints off and protects very well from scratches"
1,Gooood
1,"Great replacement head unit for your factory stereo. Connects Bluetooth to Apple and Android with the options of aux and USB inputs. Doesn't work with Windows mobile but its not a problem for me, just putting it out there. You can still connect to the aux port."
1,Tiny but great for the price . definitely worth the money
-1,"So i had very high hopes...its a great idea.  Magnets work well and are strong.  The metal disc is small enough to go in the case.<br /><br />Everything was there for my perfect phone holder...until the ball wouldnt stick to anything.  Dash, side, door, whatever.  No sticky.<br /><br />Now to find a holder for my holder...."
1,My daughter lives it and she is 6 and it protects it.
-1,Didn't last two weeks
1,"It fits perfectly, excellent purchase."
1,one of best all in one  would recoomend it<br />better than expensive brand
-1,"If you value your phone or the price you paid for it, this case WILL not protect it very well.  Pretty cheaply made and doesn't seem like it will stay in one piece for very long."
-1,"The case is very difficult to get off the phone and cause my phone to go flying out of it when I tried to remove the case, causing me to drop and break parts of my phone. Love the case but the lock for the lighter will not stay latched either"
1,"Super! Used it constantly for over a year now, it's traveled weekly and still kicking"
-1,Had to buy a new case. No one could hear me with my otter box on my phone.
1,"Awesome look! Hang these around your neck as long as your phone is near you never have to pick your phone up,  just push the button on the earphones. Clarity is crystal clear!"
1,"[[VIDEOID:57a84e2a3e8a6fd0ed22eb92157a6ddd]] I have a lot of 3- and 6-feet microUSB cables, but this is my only short cable.  And surprisingly, I use it more than the other cables now.  Having less length helps avoid tangles and enables for easy plugging.  In my video review, I show exactly how this cable looks and works.  For more details, see the video.  If this video was helpful, please click on 'yes' below.  Happy shopping!"
-1,I couldn't get mine to work
1,Very well made. Feels premium to the touch and texture. I would buy it again because of how well the craftsmanship is
-1,"This product is garbage. The first one I bought, lasted 2 months.  I thought maybe it was a random fluke.  So I bought another one. It lasted 7 days. 7 days! Both cords worked fine the day before. Then suddenly they wouldn't charge my iPhone or iPad. Don't waste your money."
1,"Product came as shown, good value for the price."
1,I was surprised how well these earbuds sound clarity is good and so is the bass.
1,thanks
1,can it push some 15 inch kickers?
1,Great value.  Case is completely waterproof and the profile is very slim considering it is a waterproof case.
0,"seems to slide out of the mounting bracket quite easily. Other than that, it works very well."
1,"These actually aren't too bad. I was wary due to the inexpensive price, but I got them to use with my Diver mp3 player since everyone said the headphones with that were awful (and they were). These work, but I wish that the ear pieces had different sizes- one of my ear canals is a bit different than the other.<br /><br />I found this out when I sucked it up and invested in higher-quality waterproof headphones (that cost about $70)....they had different sizes and shapes, and those definitely were a LOT more comfortable in my ears than these cheap ones. However, as I said, these cheap ones aren't awful and are a good starter set (especially if you are saving up to eventually invest in a better pair). I had them for a couple of months before upgrading, and they were still working just fine for me."
1,Product exactly as described/pictured. Great quality for the cost.
1,"Awesome product! I was looking for a way to keep all our tech stuff off my kitchen counter, this was it! It has been a lifesaver- keeps our items charged and in one spot!"
1,Perfect fit
1,Works perfect.... no complains.
0,First case for this phone. Seems to be doing the job
0,Good
1,Exactly what it says it was and worked as well as it needed to.
1,Works fine
0,"This device is very basic. I would say it's ok for the price and the functionality is ok.Though sometimes after consecutive turns the GPS contact gets lost. The lane-assisstent could be better, especially if you don't know the route, you get confused sometimes because of unclear instructions. Mostly I like is, but one thing should be cured: The choices for the compere voices are poor and &#34;Samantha&#34; has a little sweet voice and absolutely annoying manner."
-1,Didn't work very well with my 2 10&#34; kicker subwoofers. Bass was not very clean and sounded muddy
1,Nice fitting case.  Provides plenty of protection to phone.
1,Good quality and super cute. Love taking my phone out in public with this case on.
-1,I ordered the Samsung galaxy s4 screen with digitizer the first one sent the screen wasn't working upon testing and it looks fake like a knock off so I asked for a replacement the second one is also defective it won't even turn on but when I put my old original screen my phone turns on . this is crazy .
1,Usb3.0 works great. Easy storage. Fits in messenger bag pocket.
1,muy bien
1,"I was a bit worried buying a capacitor from boss, as I know them to be slightly cheap. However I've had this cap for a few months now and its worked way better than expected! For the price you'll be hard pressed to find a better capacitor than this! And remember, you should have at least 1 farad for every 750watts to be safe, but having more than necessary is nothing but a good thing!"
1,Fits the Galaxy S5 phone perfectly and is beautiful.
1,"I am very happy with this purchase. the phone fits great (I have the regular, not the ballistic Turbo) and is secure, so it won't fall out. It feels well protected. I love the kickstand feature. my phone is my alarm clock so it is a nice bonus to have it sit up and hit the snooze that way. For the side buttons for power/volume, they work great. I actually think it is easier to use than the buttons without the case. And I have to love the price. If it isn't the best case out there, it is for sure the best value.<br /><br />The only con I can see is the plastic is a little cheaper grade than I would like. I am still confident in the case, but the plastic quality is lower than I would expect. There is a chance it may crack after a year or so. And if it does, this case is still a steal. but because of the plastic I gave it 4 instead of 5. But even if this case only last a year, I would buy this one again. And I may be just nitpicking and this case will outlive several years.<br /><br />If you got the turbo, this is your best value for a case here"
1,Product arrived on time and has surpassed expectations<br />I work outside and in the weather and it has been flawless
1,Fast delivery and great case!
1,Leather doesn't hold up well.
1,"Bought it as a gift for my boyfriend whose phone is constantly dying because he's on it so much. He has had it for about a week now and absolutely loves it. He no longer needs the lightning cable to charge his phone because the case also comes with a USB. He has also told me that he is able to get 3 full charges out of it without charging the cases when his phone is close to 10%. I would highly recommend this product, especially because he  is not technologically advanced in the least...and was able to figure out how to use the case in no time without the use of directions! :)"
0,Only needs a spot for license.
1,As advertised. Love the look and doesn't add any weight. Looks even better with one of their back cover skins.
1,Great case fit perfect
1,Love love love this case
1,nice
1,This case works very well! My daughter enjoyed taking underwater photos the day it arrived.
1,"Very interesting item. It took awhile for me to focus but once I did, it worked.  I purchased at a discount in exchange for my honest review."
1,Great Case at Great Value.. thank you SupCase :)
1,Worked as expected. Was necessary to adapt existing harness to the aftermarket speakers.
1,Good!
1,I have one and bought this for my husband works very well and is very clear works very well with Siri and iPhone 5c and iPhone 6.
1,It was ok
-1,"Stuck with the a voyager. This one un-paired a lot, not voice command for incoming calls, controls ar not well placed."
1,"FINALLY, a Qi charger that charges my Nexus 6 in its case. No fuss, no placement hassles of looking for the sweet spot. Put the phone on the stand and you're in business. (This was the fourth Qi charger I tried.)"
1,I loved this product so much that after a few months of using it in my own car I purchased one for my wife's car as well. The 2.4A charging port is super-fast and the extra port is a huge plus. I have had no issues with either of the 2 chargers I have purchased and would absolutely purchase from this seller again in the future.
1,"I received this product in exchange for a unbiased review, the shipping was fast and packaged securely the instructions were easy to follow and this screen protector fit my device perfectly. all ports and speakers work properly, fingerprints are easy to wipe off. i put on a case right afterwards and the screen protector didn’t  interfere made of durable materials and keeps my screen safe from damage. nice price for the durability and quantity"
-1,the cover does not close completely around my telphone.
1,Stuck the grip to my dash and now my radar detector is stuck to it!  Perfect for what I needed and works as intended.
1,Great value. Quick delivery.
1,All that it is advertised to be.  Plan to order more in a variety of colors.
-1,Not a realistic wallet substitute
1,So pretty.  Just enough bling.  Fits great and so far no one is saying they can't hear me while we're talking.
-1,"When it comes to electronics, I have always gone with this motto: &#34;The more you invest, the longer you'll have it.&#34; So naturally when buying earphones, I figured instead of buying the cheap $5 ones, I'll go ahead and spend a little bit more. I mean, I paid $25 for these and that is a little up there for earphones. Everyone I know buy the $10 ones from Walmart. This is the first time I have regretted following my motto. I ordered the black ones when it read &#34;still in stock,&#34; and then three weeks later they said they only had the silver/white ones and asked if they could just ship me those instead. I replied with &#34;Okay, I would rather have white earphones as opposed to none.&#34; They sent them to me and I received them the next week. The plastic baggie they came in had been opened, but they looked clean and unused so I gave them a try. Not even two months later, they are just dirty (they are dirt magnets) and the microphone doesn't even work. Further more, the &#34;noise-cancelling&#34; earbud set that comes with them are EXTREMELY uncomfortable and aren't even effective. My sister was on her side of the bedroom and she could hear my music even at the recommended volume. Remember when I said I didn't want to buy cheap $5 earphones earlier in this review? Well, like I said, I paid $25 for these and I received earphones with $5 quality anyway. I might as well have saved myself $20.00 and bought the cheap $5 earphones!!!"
0,"Hard to put on....well very hard to avoid dust. They didn't have an application video on their website so I winged it. Ended up buying the liquid one, not even using this one anymore. Very thick and bulky didn't expect such thickness. I like my screen protector to be flush. Even then the liquid version keeps bubbling with the case on don't know if either product is good or I just put it on wrong."
1,This is so comfortable with my cell phone when I watch a movie or just for daily use.
1,Always works great.
1,Works very well!! Much much cheaper and SAME quality as ones you pay for at the big retail cell phone stores!
-1,"Don't really care for this one, doesn't seem to endure the rigors of my everyday life; don't trust it to protect my phone if dropped or bounced around."
1,"Works well. Be careful about over tightened the screw as it can open the deck out especially on aftermarket decks where the deck may not be in perfectly with the car dashboard. Ball joint is perfect to get the right angle. Magnetic snap on and off is very convenient and much better than other phone holders I tried. Lets me have the phone in portrait and landscape mode, the placement of the phone in the middle of the car is great as well. I will definitely recommend to anyone."
1,"Awesome...very nice.  It took some smoothing it, but I'm but very carefulputting these things on. But this fits and is barely noticeable, and had no bubbles, it also seals completely around the edges. ..although I did need to smooth it out a bit. ..I'll post pics soon..."
0,Fixes my phone nicely
1,Keeps my family safe from a lot of storms in my area along with giving me a weather report! Have to keep it on the charger to ensure usage after storms.
-1,Charger can't be plugged all the way in or it will stop charging. Seems to be a bad connection in the foldable plug.
1,Everything was as advertised no problems installing worked just great
1,Great!
-1,"Cards cannot go in slot ,too small.  When phone is inside,  item will not close .  Material is good it is design that is problem.  Wireless charging still works."
1,Solution for dead phone
-1,"Was a great deal for the money...till 3 teeth broke. Now won't poem or close.  You DO get what you pay for, sadly. Won't be ordering another since this one was only a few months old."
0,"It would of been nice if it had ID slots on the left hand side for you to put your cards in . I bought  it thinking it had , but it didn't .  I like the magnetic closing ."
1,"Love it, it's exactly what I expected"
1,kit is eay to install
1,This unit is more powerful  than most others for its weight and size.  A great deal.
0,"Sadly, it broke on me already. I guess I snagged it too hard when I tried to remove it. Its a lovely color and I love the feel. But the quality for what I paid for was not all there."
1,Perfect for exercising. Surprisingly good sound.
1,Good item
0,Battery no holding a charge.
-1,Terrible. The &#34;carbon fiber&#34; chipped off the first day and looked terrible
-1,Doesn't look like the pic at all. But the case itself is good.
1,Works for what I need it for.  Wallet part could be a bit bigger.
1,Great case for the price!!!
1,I love it when it works. Finally switched to another brand after my second one broke. Love that it cannot be seen. Love that it fits in my ear nice and tight even when working out hard. The range and battery are pretty good. The down side is that it is much too delicate. Breaks at the seams where you twist it to turn it on and the top most seam where the volume button is. Great concept. Needs major work to get it right. Will buy again with improvements guaranteed.
1,"Pretty awesome little compact car mount.  I have an existing iOttie Easy One Touch that has served me well, but needed something more compact for a different car.  I have it mounted to the side of a bottom center console, facing inwards into a pocket at the base of the console.  It's a tight squeeze with the gear selector right in front of it, so I wanted it to be as flush as possible.  Was a bit afraid if I could still do &#34;fairly&#34; one-handed operation as I could easily do with my One Touch, so happy to say it works flawlessly!  The swivel feature is great also for times while parked and trying to view a landscape video, for example.  I'm using this with an iPhone 6 and slim case and it works fine.<br /><br />Thanks!"
-1,"Nice, love big cord. But ring around phone-end connector came out of cord housing within a week. It still works, but difficult to disconnect."
-1,"I've had this product since March. It did work fine until now. I never had enough time to post my updated feedback but, this charger will not stay inside my phone. If i charge my phone for the night, and if it &#34;oh so suddenly&#34; pops out while I'm sleeping my phone will be on 30% or something.  This problem has been occurring for the past month. I haven't contacted the seller yet, so I'll see how that goes."
-1,Not very reliable
1,"Excellent fit, holds my phone securely, backing doesn't allow sweat to get to my phone. Great range of adjustment possible (how-to is in their instructions) for very small to very large arms!<br /><br />Note that this is open-faced, so don't treat it as actually waterproof (the manufacturer is clear on this as well, so no complaint -- just pointing it out!)."
1,"This Athletik Sports Armband fits the iPhone 4, 5, and 6.  It is constructed of premium materials and has slip free flexibility.  Armbands are great when running, working around the house, working out, camping, biking, just any time that you want to keep up with your phone and don't have pockets and don't want to carry it around, constantly picking it up and putting it down and forgetting where you placed it.<br /><br />It has two additional pockets, the front one for your keys and the back one for card, cash, key cards, etc.  It has full touchscreen support, equipped with scratch resistance plastic cover to protect your smartphone while still making it very usable.  It also has top and bottom ports for earphones so that makes your activities more fun.  You can listen to your favorite music while you work.<br /><br />The Sports Armband by Athletik has all the features that you are looking for, and is adjustable for small arms to large ones.  It is made with quality Lycra and Velcro.  It's not going to slip and it gives you freedom.<br /><br />This armband is quickly becoming one of my favorites.  I like the feel of it.  It's not heavy, doesn't slip and it's easy to use, putting it on and taking it off.<br /><br />I received this product at a discount in exchange for my honest and unbiased opinion and is based solely on my experience with the product."
1,Well made
0,"I like the case, but the cheap plastic cracked at the corners after only a week. You get what you pay for."
-1,Only one worked! It works great but I needed two not one!
0,"Shortly, after I purchased a Samsung Galaxy Tab A I managed to drop it and the screen broke. Naturally, I had not purchased the customer insurance that was offered by the reseller! I wanted some kind of inexpensive protective case and I wanted one fast. I settled on this one even after reading the reviews. The only thing that I can state negatively about this product is the description needs better editing. The one thing that others seem not to realize is that this product only cost $10.99. Anyone with a grasp of marketing knows that by the time the cost of goods plus the middlemen and the shipping costs are added up it's amazing that this product can exist at that price point. The product does what it says it will do and when you get past the Chinese syntax the description makes sense."
1,Tiny little screw drivers for those tiny little screws.
1,best cord I own hands down! I replaced my phone and ipod cord with this type of cord. long lasting too doesn't rip at top where most cords do
1,It was great and everything I expected... and arrived right on time.
1,Could not be happier. The repeater at Scout Camp was down and these antennas work so that we didn't need to fix the repeater the whole Camp session
-1,DOESNT WORK AT ALL! I ordered this for my iPod shuffle as the other cord is on its last leg - this wouldn't charge when plugged into the wall and wouldn't connect OR charge when plugged into my computer. DO NO PURCHASE THIS!
1,"Over the years I have owned many different blue tooth headsets.  This was, by far, the best I've ever owned.  When my H720 got lost, I was heartsick.  I tried 4 other brands, but none of them offered the comfort and overall performance of the H720.  I am back to buy another one, and wish I'd not wasted so much time and money on other brands.<br />I tried Plantronics, Jabra, and LG and my friends complained of &#34;background noise&#34; with all of them!  That NEVER happened with my H720.  So, I've finally wised up....a year or so and lots of wasted dollars later.  I recommend this headset to anyone!"
0,you get what you pay for on this one. Looks wise the case was great but the quality leaves something to be desired but then you get what you pay for
1,This STAND works great!!!!! 🙌🙌🙌🙌🙌🙌🙌🙌
1,"Amazing case - very clear, very slim, very protective. Excellent value, look and feel, quality."
1,Bought this really cute case for my 13 year old granddaughter. She loves it.
1,100% recomendado
1,Arrived earlier than expected! Easy to assemble and looks great!
1,Perfect case for the ultra. Can't beat it. Super thin and great price
1,Great product<br />Powerful flash light<br />Quick charger for iPhone<br />Very portable
0,"This was a nice case, just not as durable as we would have liked so we opted for an Otterbox."
-1,Ironically incompatible with 5c home button configuration
1,Worked as advertised
1,"This is an incredibly handy device. As a teenager that goes on many school trips, It's amazing to pass around the Audio cord and have the driver pop up anybody's music on the radio. Or if you simply don't have an AUX in on your car radio, this is your next best option!"
1,"This is an exceptional power bank. I'm impressed, and I want to help other consider a few things if they're thinking about making a purchase.<br /><br />Charging/Function: 5/5<br />-This charges my various devices quickly and efficiently. I plugged in both my phone and my kindle fire at the same time, and they charged with no problem. It's also great that there are two charging ports.<br />-The power bank keeps its charge for a long time.<br />-This came with almost a full charge out of the box (score!)<br />-It does take quite awhile to recharge the unit when it's empty/dead, so you'll want to plan ahead.<br /><br />Design/Convenience: 5/5<br />-This is a beautiful and clean looking unit that came in high quality protective packaging<br />-It's about the same size as my Samsung Galaxy S5, which makes it very convenient to stack these two in my purse to charge my phone while I'm out and about (see photo).<br />-I was worried that this would get hot, because it's all enclosed in plastic. No need to fear! My phone actually gets hotter than the power bank while it's charging.<br /><br />Bonus:<br />-My power bank came with easy to read directions and a link to join the company's VIP program, where new products can be purchased at a discount. I'm not sure how long this promotion will last, but it's a great bonus for an already smart purchase.<br /><br />I received this product at a discount in order to test it and share my honest opinion, so I've tried to use this item extensively and address some potential questions and concerns here. I will update this review if my assessment of this product changes after a more prolonged period of use."
-1,Nice case but the belt clip broke in about a mont
0,"I've been using these cords now for the past week.  I've noticed a few things that I want to point out.  They are charging cables, and work great for that purpose.  However, it will not transfer data to/from the computer for the iPod.  Also, they do work as an attachment in my car to the stereo without issue...most of the time.  Sometimes I will get a message that says, &#34;error reading&#34;.  I then have to unplug the cord and plug it back in and it works fine.  If you truly just want a charger cord, this is the cord for you, especially for the price.<br /><br />I was provided a coupon for this item in exchange for a fair/unbiased review."
